srs_pcv.failure,srs_coliform,srs_colony22,srs_ecoli,srs_free.chlorine,srs_icc,srs_total.chlorine,srs_voloutcap,srs_region,srs_average.daily.flow,srs_current.storage.retention,srs_sr.chain.risk.factor,srs_fails_in_any_previous_year,srs_bacto.fails.risk.factor,srs_condition.risk.factor,srs_aow,srs_ooa,srs_stor_vol,wtw_total.chlorine,wtw_sourcetype,wtw_chloramination,wtw_floc,wtw_floctype,wtw_raw.water.storage,wtw_raw.water.pre.treatment,wtw_membrane,wtw_clarification,wtw_rgf,wtw_slow.sand.filters,wtw_ph.adjustment,wtw_phosphate.dosing,wtw_ozonation,wtw_manganese.removal,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,2,0,1,10,low,4,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,0,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
1,danger,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,1,10,low,5,Regular,safe,sw,0,1,1,0,1,0,1,1,0,1,1,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,10,10,low,2,Regular,safe,sw,1,1,1,1,0,1,0,0,0,1,0,0,0,
1,danger,Within_Limits,5,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,10,10,low,2,Regular,safe,sw,1,1,1,1,0,1,0,0,0,1,0,0,0,
1,danger,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,10,10,low,2,Regular,safe,sw,1,1,1,1,0,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,0,10,10,low,2,Regular,safe,sw,1,1,1,1,0,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
0,safe,Within_Limits,0,safe,Acceptable,safe,regular_capacity,east,Regular,Regular,1,1,10,10,low,2,Regular,safe,sw,1,1,1,1,1,1,0,0,0,1,0,0,0,
